mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
19	18	51	51	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	575													
19	18	49	49	1.0	0	0	Chord	3/4	8	1	1/4	1/4	1	576													
19	18	50	50	0.5	1/4	1/4	Chord	3/4	8	1	1/8	1/8	1	577													
19	18	101/2	101/2	0.5	3/8	3/8	Chord	3/4	8	1	1/8	1/8	1	578													
19	18	51	51	1.0	1/2	1/2	Chord	3/4	8	1	1/4	1/4	1	579													
19	18	49	49	2.0	0	0	Chord	3/4	9	1	1/2	1/2	1	580	auf												
19	18	51	51	1.0	1/2	1/2	Chord	3/4	9	1	1/4	1/4	1	581	ihn												
19	18	49	49	1.0	0	0	Chord	3/4	9	2	1/4	1/4	1	582													36
19	18	50	50	1.0	1/4	1/4	Chord	3/4	9	2	1/4	1/4	1	583													
19	18	51	51	1.0	1/2	1/2	Chord	3/4	9	2	1/4	1/4	1	584													
19	18	49	49	2.0	0	0	Chord	3/4	10	1	1/2	1/2	1	585													
19	18	51	51	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	586													
19	18	49	49	1.0	0	0	Chord	3/4	11	1	1/4	1/4	1	587													
19	18	50	50	0.5	1/4	1/4	Chord	3/4	11	1	1/8	1/8	1	588													
19	18	101/2	101/2	0.5	3/8	3/8	Chord	3/4	11	1	1/8	1/8	1	589													
19	18	51	51	1.0	1/2	1/2	Chord	3/4	11	1	1/4	1/4	1	590													
19	18	49	49	0.5	0	0	Chord	3/4	11	2	1/8	1/8	1	591													
19	18	99/2	99/2	0.5	1/8	1/8	Chord	3/4	11	2	1/8	1/8	1	592													
19	18	50	50	0.5	1/4	1/4	Chord	3/4	11	2	1/8	1/8	1	593													
19	18	101/2	101/2	0.5	3/8	3/8	Chord	3/4	11	2	1/8	1/8	1	594													
19	18	51	51	0.5	1/2	1/2	Chord	3/4	11	2	1/8	1/8	1	595													
19	18	103/2	103/2	0.5	5/8	5/8	Chord	3/4	11	2	1/8	1/8	1	596													
19	18	49	49	0.0	0	0	FiguredBass	3/4	12	1	0												1/8	6	5		
19	18	49	49	0.5	0	0	Chord	3/4	12	1	1/8	1/8	1	597													
19	18	99/2	99/2	0.5	1/8	1/8	Chord	3/4	12	1	1/8	1/8	1	598													
19	18	50	50	0.5	1/4	1/4	Chord	3/4	12	1	1/8	1/8	1	599													
19	18	101/2	101/2	0.5	3/8	3/8	Chord	3/4	12	1	1/8	1/8	1	600													
19	18	51	51	0.5	1/2	1/2	Chord	3/4	12	1	1/8	1/8	1	601													
19	18	103/2	103/2	0.5	5/8	5/8	Chord	3/4	12	1	1/8	1/8	1	602													
19	18	49	49	0.5	0	0	Chord	3/4	13	1	1/8	1/8	1	603													
19	18	99/2	99/2	0.5	1/8	1/8	Chord	3/4	13	1	1/8	1/8	1	604													
19	18	50	50	0.5	1/4	1/4	Chord	3/4	13	1	1/8	1/8	1	605													
19	18	101/2	101/2	0.5	3/8	3/8	Chord	3/4	13	1	1/8	1/8	1	606													
19	18	51	51	0.5	1/2	1/2	Chord	3/4	13	1	1/8	1/8	1	607													
19	18	103/2	103/2	0.5	5/8	5/8	Chord	3/4	13	1	1/8	1/8	1	608													
20	19	52	52	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	609													
20	19	53	53	1.0	1/4	1/4	Chord	3/4	5	1	1/4	1/4	1	610													
20	19	54	54	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	611													
20	19	52	52	1.0	0	0	Chord	3/4	6	1	1/4	1/4	1	612													
20	19	53	53	1.0	1/4	1/4	Chord	3/4	6	1	1/4	1/4	1	613													
20	19	54	54	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	614													
20	19	52	52	1.0	0	0	Chord	3/4	8	1	1/4	1/4	1	615													37
20	19	53	53	1.0	1/4	1/4	Chord	3/4	8	1	1/4	1/4	1	616													37
20	19	54	54	1.0	1/2	1/2	Chord	3/4	8	1	1/4	1/4	1	617													
20	19	52	52	1.0	0	0	Chord	3/4	9	1	1/4	1/4	1	618	bau-												38
20	19	53	53	1.0	1/4	1/4	Chord	3/4	9	1	1/4	1/4	1	619													38
20	19	54	54	1.0	1/2	1/2	Chord	3/4	9	1	1/4	1/4	1	620													
20	19	52	52	3.0	0	0	Chord	3/4	9	2	3/4	1/2	3/2	621													
20	19	52	52	1.0	0	0	Chord	3/4	10	1	1/4	1/4	1	622													39
20	19	53	53	1.0	1/4	1/4	Chord	3/4	10	1	1/4	1/4	1	623													39
20	19	54	54	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	624													
20	19	52	52	1.0	0	0	Chord	3/4	11	1	1/4	1/4	1	625													40
20	19	53	53	1.0	1/4	1/4	Chord	3/4	11	1	1/4	1/4	1	626													40
20	19	54	54	1.0	1/2	1/2	Chord	3/4	11	1	1/4	1/4	1	627													
20	19	52	52	0.5	0	0	Chord	3/4	11	2	1/8	1/8	1	628													41
20	19	105/2	105/2	0.5	1/8	1/8	Chord	3/4	11	2	1/8	1/8	1	629													41
20	19	53	53	0.5	1/4	1/4	Chord	3/4	11	2	1/8	1/8	1	630													41
20	19	107/2	107/2	0.5	3/8	3/8	Chord	3/4	11	2	1/8	1/8	1	631													41
20	19	54	54	0.5	1/2	1/2	Chord	3/4	11	2	1/8	1/8	1	632													41
20	19	109/2	109/2	0.5	5/8	5/8	Chord	3/4	11	2	1/8	1/8	1	633													
20	19	52	52	0.5	0	0	Chord	3/4	12	1	1/8	1/8	1	634													
20	19	105/2	105/2	0.0	1/8	1/8	FiguredBass	3/4	12	1	0												1/8	5	2		
20	19	105/2	105/2	0.5	1/8	1/8	Chord	3/4	12	1	1/8	1/8	1	635													
20	19	53	53	0.5	1/4	1/4	Chord	3/4	12	1	1/8	1/8	1	636													
20	19	107/2	107/2	0.0	3/8	3/8	FiguredBass	3/4	12	1	0												1/8	3			
20	19	107/2	107/2	0.5	3/8	3/8	Chord	3/4	12	1	1/8	1/8	1	637													
20	19	54	54	0.5	1/2	1/2	Chord	3/4	12	1	1/8	1/8	1	638													
20	19	109/2	109/2	0.5	5/8	5/8	Chord	3/4	12	1	1/8	1/8	1	639													
20	19	52	52	0.5	0	0	Chord	3/4	13	1	1/8	1/8	1	640													
20	19	105/2	105/2	0.5	1/8	1/8	Chord	3/4	13	1	1/8	1/8	1	641													
20	19	53	53	0.5	1/4	1/4	Chord	3/4	13	1	1/8	1/8	1	642													
20	19	107/2	107/2	0.5	3/8	3/8	Chord	3/4	13	1	1/8	1/8	1	643													
20	19	54	54	0.5	1/2	1/2	Chord	3/4	13	1	1/8	1/8	1	644													
20	19	109/2	109/2	0.5	5/8	5/8	Chord	3/4	13	1	1/8	1/8	1	645													
21	20	55	55	2.0	0	0	Chord	3/4	5	1	1/2	1/2	1	646													
21	20	57	57	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	647													
21	20	55	55	2.0	0	0	Chord	3/4	6	1	1/2	1/2	1	648													
21	20	57	57	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	649													
21	20	56	56	1.0	1/4	1/4	Chord	3/4	7	1	1/4	1/4	1	650													
21	20	57	57	0.5	1/2	1/2	Chord	3/4	7	1	1/8	1/8	1	651													
21	20	115/2	115/2	0.5	5/8	5/8	Chord	3/4	7	1	1/8	1/8	1	652													
21	20	55	55	2.0	0	0	Chord	3/4	8	1	1/2	1/2	1	653													
21	20	57	57	1.0	1/2	1/2	Chord	3/4	8	1	1/4	1/4	1	654													
21	20	55	55	2.0	0	0	Chord	3/4	9	1	1/2	1/2	1	655	en,												
21	20	57	57	1.0	1/2	1/2	Chord	3/4	9	1	1/4	1/4	1	656	dass												
21	20	55	55	1.0	0	0	Chord	3/4	9	2	1/4	1/4	1	657													
21	20	56	56	1.0	1/4	1/4	Chord	3/4	9	2	1/4	1/4	1	658													
21	20	57	57	0.5	1/2	1/2	Chord	3/4	9	2	1/8	1/8	1	659													
21	20	115/2	115/2	0.5	5/8	5/8	Chord	3/4	9	2	1/8	1/8	1	660													
21	20	55	55	2.0	0	0	Chord	3/4	10	1	1/2	1/2	1	661													
21	20	57	57	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	662													
21	20	55	55	2.0	0	0	Chord	3/4	11	1	1/2	1/2	1	663													
21	20	57	57	1.0	1/2	1/2	Chord	3/4	11	1	1/4	1/4	1	664													
21	20	55	55	2.0	0	0	Chord	3/4	11	2	1/2	1/2	1	665													
21	20	57	57	0.5	1/2	1/2	Chord	3/4	11	2	1/8	1/8	1	666													
21	20	115/2	115/2	0.5	5/8	5/8	Chord	3/4	11	2	1/8	1/8	1	667													
21	20	55	55	2.0	0	0	Chord	3/4	12	1	1/2	1/2	1	668													
21	20	57	57	0.5	1/2	1/2	Chord	3/4	12	1	1/8	1/8	1	669													
21	20	115/2	115/2	0.5	5/8	5/8	Chord	3/4	12	1	1/8	1/8	1	670													
21	20	55	55	2.0	0	0	Chord	3/4	13	1	1/2	1/2	1	671													
21	20	57	57	0.5	1/2	1/2	Chord	3/4	13	1	1/8	1/8	1	672													
21	20	115/2	115/2	0.5	5/8	5/8	Chord	3/4	13	1	1/8	1/8	1	673													
22	21	58	58	2.0	0	0	Chord	3/4	5	1	1/2	1/2	1	674													
22	21	60	60	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	675													
22	21	58	58	2.0	0	0	Chord	3/4	6	1	1/2	1/2	1	676													
22	21	60	60	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	677													
22	21	58	58	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	678													
22	21	59	59	0.5	1/4	1/4	Chord	3/4	7	1	1/8	1/8	1	679													
22	21	119/2	119/2	0.5	3/8	3/8	Chord	3/4	7	1	1/8	1/8	1	680													
22	21	60	60	0.5	1/2	1/2	Chord	3/4	7	1	1/8	1/8	1	681													
22	21	121/2	121/2	0.5	5/8	5/8	Chord	3/4	7	1	1/8	1/8	1	682													
22	21	58	58	2.0	0	0	Chord	3/4	8	1	1/2	1/2	1	683													
22	21	60	60	1.0	1/2	1/2	Chord	3/4	8	1	1/4	1/4	1	684													
22	21	58	58	2.0	0	0	Chord	3/4	9	1	1/2	1/2	1	685	un-												
22	21	60	60	1.0	1/2	1/2	Chord	3/4	9	1	1/4	1/4	1	686	-ser												
22	21	58	58	1.0	0	0	Chord	3/4	9	2	1/4	1/4	1	687													
22	21	59	59	0.5	1/4	1/4	Chord	3/4	9	2	1/8	1/8	1	688													
22	21	119/2	119/2	0.5	3/8	3/8	Chord	3/4	9	2	1/8	1/8	1	689													
22	21	60	60	0.5	1/2	1/2	Chord	3/4	9	2	1/8	1/8	1	690													42
22	21	121/2	121/2	0.5	5/8	5/8	Chord	3/4	9	2	1/8	1/8	1	691													42
22	21	58	58	2.0	0	0	Chord	3/4	10	1	1/2	1/2	1	692													
22	21	60	60	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	693													
22	21	58	58	2.0	0	0	Chord	3/4	11	1	1/2	1/2	1	694													
22	21	60	60	1.0	1/2	1/2	Chord	3/4	11	1	1/4	1/4	1	695													
22	21	58	58	1.0	0	0	Chord	3/4	11	2	1/4	1/4	1	696													
22	21	59	59	0.5	1/4	1/4	Chord	3/4	11	2	1/8	1/8	1	697													
22	21	119/2	119/2	0.5	3/8	3/8	Chord	3/4	11	2	1/8	1/8	1	698													
22	21	60	60	0.5	1/2	1/2	Chord	3/4	11	2	1/8	1/8	1	699													43
22	21	121/2	121/2	0.5	5/8	5/8	Chord	3/4	11	2	1/8	1/8	1	700													43
22	21	58	58	0.0	0	0	FiguredBass	3/4	12	1	0												1/4	5__			
22	21	58	58	1.0	0	0	Chord	3/4	12	1	1/4	1/4	1	701													
22	21	59	59	0.0	1/4	1/4	FiguredBass	3/4	12	1	0												1/8	__			
22	21	59	59	0.5	1/4	1/4	Chord	3/4	12	1	1/8	1/8	1	702													
22	21	119/2	119/2	0.0	3/8	3/8	FiguredBass	3/4	12	1	0												1/8	_			
22	21	119/2	119/2	0.5	3/8	3/8	Chord	3/4	12	1	1/8	1/8	1	703													
22	21	60	60	0.0	1/2	1/2	FiguredBass	3/4	12	1	0												1/8	7	h		
22	21	60	60	0.5	1/2	1/2	Chord	3/4	12	1	1/8	1/8	1	704													
22	21	121/2	121/2	0.5	5/8	5/8	Chord	3/4	12	1	1/8	1/8	1	705													
22	21	58	58	1.0	0	0	Chord	3/4	13	1	1/4	1/4	1	706													
22	21	59	59	0.5	1/4	1/4	Chord	3/4	13	1	1/8	1/8	1	707													
22	21	119/2	119/2	0.5	3/8	3/8	Chord	3/4	13	1	1/8	1/8	1	708													
22	21	60	60	0.5	1/2	1/2	Chord	3/4	13	1	1/8	1/8	1	709													
22	21	121/2	121/2	0.5	5/8	5/8	Chord	3/4	13	1	1/8	1/8	1	710													
23	22	61	61	0.5	0	0	Chord	3/4	5	1	1/8	1/8	1	711													44
23	22	123/2	123/2	0.5	1/8	1/8	Chord	3/4	5	1	1/8	1/8	1	712													
23	22	62	62	2.0	1/4	1/4	Chord	3/4	5	1	1/2	1/2	1	713			ornamentTrill										
23	22	61	61	0.5	0	0	Chord	3/4	6	1	1/8	1/8	1	714													45
23	22	123/2	123/2	0.5	1/8	1/8	Chord	3/4	6	1	1/8	1/8	1	715													
23	22	62	62	2.0	1/4	1/4	Chord	3/4	6	1	1/2	1/2	1	716			ornamentTrill										
23	22	61	61	0.5	0	0	Chord	3/4	7	1	1/8	1/8	1	717													46
23	22	123/2	123/2	0.5	1/8	1/8	Chord	3/4	7	1	1/8	1/8	1	718													
23	22	62	62	1.0	1/4	1/4	Chord	3/4	7	1	1/4	1/4	1	719													
23	22	63	63	0.5	1/2	1/2	Chord	3/4	7	1	1/8	1/8	1	720													
23	22	127/2	127/2	0.5	5/8	5/8	Chord	3/4	7	1	1/8	1/8	1	721													
23	22	61	61	2.0	0	0	Chord	3/4	8	1	1/2	1/2	1	722													
23	22	63	63	1.0	1/2	1/2	Chord	3/4	8	1	1/4	1/4	1	723													
23	22	61	61	0.5	0	0	Chord	3/4	9	1	1/8	1/8	1	724	Herz,												
23	22	123/2	123/2	0.5	1/8	1/8	Chord	3/4	9	1	1/8	1/8	1	725													
23	22	62	62	2.0	1/4	1/4	Chord	3/4	9	1	1/2	1/2	1	726	Muth		ornamentTrill										
23	22	61	61	0.5	0	0	Chord	3/4	9	2	1/8	1/8	1	727													42
23	22	123/2	123/2	0.5	1/8	1/8	Chord	3/4	9	2	1/8	1/8	1	728													
23	22	62	62	1.0	1/4	1/4	Chord	3/4	9	2	1/4	1/4	1	729													
23	22	63	63	0.5	1/2	1/2	Chord	3/4	9	2	1/8	1/8	1	730	und												
23	22	127/2	127/2	0.5	5/8	5/8	Chord	3/4	9	2	1/8	1/8	1	731													
23	22	61	61	0.5	0	0	Chord	3/4	10	1	1/8	1/8	1	732													
23	22	123/2	123/2	0.5	1/8	1/8	Chord	3/4	10	1	1/8	1/8	1	733													
23	22	62	62	2.0	1/4	1/4	Chord	3/4	10	1	1/2	1/2	1	734			ornamentTrill										
23	22	61	61	2.0	0	0	Chord	3/4	11	1	1/2	1/2	1	735													
23	22	63	63	1.0	1/2	1/2	Chord	3/4	11	1	1/4	1/4	1	736													
23	22	61	61	1.0	0	0	Chord	3/4	11	2	1/4	1/4	1	737													
23	22	62	62	1.0	1/4	1/4	Chord	3/4	11	2	1/4	1/4	1	738													
23	22	63	63	1.0	1/2	1/2	Chord	3/4	11	2	1/4	1/4	1	739													
23	22	61	61	0.0	0	0	FiguredBass	3/4	12	1	0												1/8	4			
23	22	61	61	1.0	0	0	Chord	3/4	12	1	1/4	1/4	1	740													
23	22	123/2	123/2	0.0	1/8	1/8	FiguredBass	3/4	12	1	0												1/8	3			
23	22	62	62	0.0	1/4	1/4	FiguredBass	3/4	12	1	0												1/4	6	5	h	
23	22	62	62	1.0	1/4	1/4	Chord	3/4	12	1	1/4	1/4	1	741													
23	22	63	63	0.0	1/2	1/2	FiguredBass	3/4	12	1	0												1/4	#			
23	22	63	63	1.0	1/2	1/2	Chord	3/4	12	1	1/4	1/4	1	742													
23	22	61	61	1.0	0	0	Chord	3/4	13	1	1/4	1/4	1	743													
23	22	62	62	1.0	1/4	1/4	Chord	3/4	13	1	1/4	1/4	1	744													
23	22	63	63	1.0	1/2	1/2	Chord	3/4	13	1	1/4	1/4	1	745													
24	23	64	64	2.0	0	0	Chord	3/4	5	1	1/2	1/2	1	746													
24	23	66	66	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	747													
24	23	64	64	2.0	0	0	Chord	3/4	6	1	1/2	1/2	1	748													
24	23	66	66	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	749													
24	23	64	64	2.0	0	0	Chord	3/4	7	1	1/2	1/2	1	750													
24	23	66	66	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	751													
24	23	64	64	2.0	0	0	Chord	3/4	8	1	1/2	1/2	1	752													
24	23	66	66	1.0	1/2	1/2	Chord	3/4	8	1	1/4	1/4	1	753													
24	23	64	64	2.0	0	0	Chord	3/4	9	1	1/2	1/2	1	754	Sinn												
24	23	66	66	1.0	1/2	1/2	Chord	3/4	9	1	1/4	1/4	1	755	ihm												
24	23	64	64	2.0	0	0	Chord	3/4	9	2	1/2	1/2	1	756													
24	23	66	66	1.0	1/2	1/2	Chord	3/4	9	2	1/4	1/4	1	757													
24	23	64	64	2.0	0	0	Chord	3/4	10	1	1/2	1/2	1	758													
24	23	66	66	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	759													
24	23	64	64	2.0	0	0	Chord	3/4	11	1	1/2	1/2	1	760													
24	23	66	66	1.0	1/2	1/2	Chord	3/4	11	1	1/4	1/4	1	761													
24	23	64	64	2.0	0	0	Chord	3/4	11	2	1/2	1/2	1	762													
24	23	66	66	1.0	1/2	1/2	Chord	3/4	11	2	1/4	1/4	1	763													
24	23	64	64	2.0	0	0	Chord	3/4	12	1	1/2	1/2	1	764													
24	23	66	66	1.0	1/2	1/2	Chord	3/4	12	1	1/4	1/4	1	765													
24	23	64	64	2.0	0	0	Chord	3/4	13	1	1/2	1/2	1	766													
24	23	66	66	1.0	1/2	1/2	Chord	3/4	13	1	1/4	1/4	1	767													
25	24	67	67	2.0	0	0	Chord	3/4	5	1	1/2	1/2	1	768													
25	24	69	69	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	769													
25	24	67	67	2.0	0	0	Chord	3/4	6	1	1/2	1/2	1	770													
25	24	69	69	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	771													
25	24	67	67	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	772													
25	24	68	68	2.0	1/4	1/4	Chord	3/4	7	1	1/2	1/2	1	773													
25	24	67	67	2.0	0	0	Chord	3/4	8	1	1/2	1/2	1	774													
25	24	69	69	1.0	1/2	1/2	Chord	3/4	8	1	1/4	1/4	1	775													
25	24	67	67	2.0	0	0	Chord	3/4	9	1	1/2	1/2	1	776	tröst-												
25	24	69	69	1.0	1/2	1/2	Chord	3/4	9	1	1/4	1/4	1	777	-lich												
25	24	67	67	1.0	0	0	Chord	3/4	9	2	1/4	1/4	1	778													47
25	24	68	68	2.0	1/4	1/4	Chord	3/4	9	2	1/2	1/2	1	779													47, 48
25	24	67	67	2.0	0	0	Chord	3/4	10	1	1/2	1/2	1	780													
25	24	69	69	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	781													
25	24	67	67	2.0	0	0	Chord	3/4	11	1	1/2	1/2	1	782													
25	24	69	69	1.0	1/2	1/2	Chord	3/4	11	1	1/4	1/4	1	783													
25	24	67	67	0.5	0	0	Chord	3/4	11	2	1/8	1/8	1	784													49
25	24	135/2	135/2	0.5	1/8	1/8	Chord	3/4	11	2	1/8	1/8	1	785													49
25	24	68	68	0.5	1/4	1/4	Chord	3/4	11	2	1/8	1/8	1	786													49
25	24	137/2	137/2	0.5	3/8	3/8	Chord	3/4	11	2	1/8	1/8	1	787													
25	24	69	69	0.5	1/2	1/2	Chord	3/4	11	2	1/8	1/8	1	788													
25	24	139/2	139/2	0.5	5/8	5/8	Chord	3/4	11	2	1/8	1/8	1	789													
25	24	67	67	0.5	0	0	Chord	3/4	12	1	1/8	1/8	1	790													
25	24	135/2	135/2	0.5	1/8	1/8	Chord	3/4	12	1	1/8	1/8	1	791													
25	24	68	68	0.5	1/4	1/4	Chord	3/4	12	1	1/8	1/8	1	792													
25	24	137/2	137/2	0.5	3/8	3/8	Chord	3/4	12	1	1/8	1/8	1	793													
25	24	69	69	0.0	1/2	1/2	FiguredBass	3/4	12	1	0												1/8	7	5		
25	24	69	69	0.5	1/2	1/2	Chord	3/4	12	1	1/8	1/8	1	794													
25	24	139/2	139/2	0.5	5/8	5/8	Chord	3/4	12	1	1/8	1/8	1	795													
25	24	67	67	0.5	0	0	Chord	3/4	13	1	1/8	1/8	1	796													
25	24	135/2	135/2	0.5	1/8	1/8	Chord	3/4	13	1	1/8	1/8	1	797													
25	24	68	68	0.5	1/4	1/4	Chord	3/4	13	1	1/8	1/8	1	798													
25	24	137/2	137/2	0.5	3/8	3/8	Chord	3/4	13	1	1/8	1/8	1	799													
25	24	69	69	0.5	1/2	1/2	Chord	3/4	13	1	1/8	1/8	1	800													
25	24	139/2	139/2	0.5	5/8	5/8	Chord	3/4	13	1	1/8	1/8	1	801													
26	25	70	70	2.0	0	0	Chord	3/4	5	1	1/2	1/2	1	802													
26	25	72	72	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	803													
26	25	70	70	2.0	0	0	Chord	3/4	6	1	1/2	1/2	1	804													
26	25	72	72	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	805													
26	25	70	70	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	806													
26	25	71	71	0.5	1/4	1/4	Chord	3/4	7	1	1/8	1/8	1	807													
26	25	143/2	143/2	0.5	3/8	3/8	Chord	3/4	7	1	1/8	1/8	1	808													
26	25	72	72	0.5	1/2	1/2	Chord	3/4	7	1	1/8	1/8	1	809													
26	25	145/2	145/2	0.5	5/8	5/8	Chord	3/4	7	1	1/8	1/8	1	810													
26	25	70	70	1.0	0	0	Chord	3/4	8	1	1/4	1/4	1	811													
26	25	71	71	2.0	1/4	1/4	Chord	3/4	8	1	1/2	1/2	1	812													
26	25	70	70	2.0	0	0	Chord	3/4	9	1	1/2	1/2	1	813	soll'n												
26	25	72	72	1.0	1/2	1/2	Chord	3/4	9	1	1/4	1/4	1	814	an-												
26	25	70	70	1.0	0	0	Chord	3/4	9	2	1/4	1/4	1	815													
26	25	71	71	0.5	1/4	1/4	Chord	3/4	9	2	1/8	1/8	1	816													
26	25	143/2	143/2	0.5	3/8	3/8	Chord	3/4	9	2	1/8	1/8	1	817													
26	25	72	72	0.5	1/2	1/2	Chord	3/4	9	2	1/8	1/8	1	818													
26	25	145/2	145/2	0.5	5/8	5/8	Chord	3/4	9	2	1/8	1/8	1	819													
26	25	70	70	2.0	0	0	Chord	3/4	10	1	1/2	1/2	1	820													
26	25	72	72	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	821													
26	25	70	70	1.0	0	0	Chord	3/4	11	1	1/4	1/4	1	822													
26	25	71	71	2.0	1/4	1/4	Chord	3/4	11	1	1/2	1/2	1	823													
26	25	70	70	0.5	0	0	Chord	3/4	11	2	1/8	1/8	1	824													
26	25	141/2	141/2	0.5	1/8	1/8	Chord	3/4	11	2	1/8	1/8	1	825													
26	25	71	71	0.5	1/4	1/4	Chord	3/4	11	2	1/8	1/8	1	826													50
26	25	143/2	143/2	0.5	3/8	3/8	Chord	3/4	11	2	1/8	1/8	1	827													50
26	25	72	72	0.5	1/2	1/2	Chord	3/4	11	2	1/8	1/8	1	828													50
26	25	145/2	145/2	0.5	5/8	5/8	Chord	3/4	11	2	1/8	1/8	1	829													50
26	25	70	70	0.0	0	0	FiguredBass	3/4	12	1	0												1/8	5			
26	25	70	70	0.5	0	0	Chord	3/4	12	1	1/8	1/8	1	830													
26	25	141/2	141/2	0.5	1/8	1/8	Chord	3/4	12	1	1/8	1/8	1	831													
26	25	71	71	0.5	1/4	1/4	Chord	3/4	12	1	1/8	1/8	1	832													
26	25	143/2	143/2	0.5	3/8	3/8	Chord	3/4	12	1	1/8	1/8	1	833													
26	25	72	72	0.0	1/2	1/2	FiguredBass	3/4	12	1	0												1/8	7	5	h	
26	25	72	72	0.5	1/2	1/2	Chord	3/4	12	1	1/8	1/8	1	834													
26	25	145/2	145/2	0.5	5/8	5/8	Chord	3/4	12	1	1/8	1/8	1	835													
26	25	70	70	0.5	0	0	Chord	3/4	13	1	1/8	1/8	1	836													
26	25	141/2	141/2	0.5	1/8	1/8	Chord	3/4	13	1	1/8	1/8	1	837													
26	25	71	71	0.5	1/4	1/4	Chord	3/4	13	1	1/8	1/8	1	838													
26	25	143/2	143/2	0.5	3/8	3/8	Chord	3/4	13	1	1/8	1/8	1	839													
26	25	72	72	0.5	1/2	1/2	Chord	3/4	13	1	1/8	1/8	1	840													
26	25	145/2	145/2	0.5	5/8	5/8	Chord	3/4	13	1	1/8	1/8	1	841													
27	26	73	73	1.5	0	0	Chord	3/4	5	1	3/8	1/4	3/2	842													
27	26	149/2	149/2	0.5	3/8	3/8	Chord	3/4	5	1	1/8	1/8	1	843													
27	26	75	75	0.5	1/2	1/2	Chord	3/4	5	1	1/8	1/8	1	844													
27	26	151/2	151/2	0.5	5/8	5/8	Chord	3/4	5	1	1/8	1/8	1	845													
27	26	73	73	1.5	0	0	Chord	3/4	6	1	3/8	1/4	3/2	846													
27	26	149/2	149/2	0.5	3/8	3/8	Chord	3/4	6	1	1/8	1/8	1	847													
27	26	75	75	0.5	1/2	1/2	Chord	3/4	6	1	1/8	1/8	1	848													
27	26	151/2	151/2	0.5	5/8	5/8	Chord	3/4	6	1	1/8	1/8	1	849													
27	26	73	73	0.5	0	0	Chord	3/4	7	1	1/8	1/8	1	850													
27	26	147/2	147/2	0.5	1/8	1/8	Chord	3/4	7	1	1/8	1/8	1	851													
27	26	73	73	1.0	0	0	Chord	3/4	8	1	1/4	1/4	1	852													
27	26	74	74	1.5	1/4	1/4	Chord	3/4	8	1	3/8	1/4	3/2	853													51
27	26	151/2	151/2	0.5	5/8	5/8	Chord	3/4	8	1	1/8	1/8	1	854													
27	26	73	73	1.5	0	0	Chord	3/4	9	1	3/8	1/4	3/2	855	-han-												
27	26	149/2	149/2	0.5	3/8	3/8	Chord	3/4	9	1	1/8	1/8	1	856													
27	26	75	75	0.5	1/2	1/2	Chord	3/4	9	1	1/8	1/8	1	857													
27	26	151/2	151/2	0.5	5/8	5/8	Chord	3/4	9	1	1/8	1/8	1	858													
27	26	73	73	0.5	0	0	Chord	3/4	9	2	1/8	1/8	1	859													
27	26	147/2	147/2	0.5	1/8	1/8	Chord	3/4	9	2	1/8	1/8	1	860													
27	26	74	74	2.0	1/4	1/4	Chord	3/4	9	2	1/2	1/2	1	861													
27	26	73	73	1.5	0	0	Chord	3/4	10	1	3/8	1/4	3/2	862													
27	26	149/2	149/2	0.5	3/8	3/8	Chord	3/4	10	1	1/8	1/8	1	863													
27	26	75	75	0.5	1/2	1/2	Chord	3/4	10	1	1/8	1/8	1	864													
27	26	151/2	151/2	0.5	5/8	5/8	Chord	3/4	10	1	1/8	1/8	1	865													
